Champion,Skin Name,Skin ID,Has Chromas,Image URL
Amumu,Surprise Party Amumu,32008,True,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Amumu_8.jpg
Amumu,Infernal Amumu,32017,True,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Amumu_17.jpg
Amumu,Hextech Amumu,32023,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Amumu_23.jpg
Amumu,Pumpkin Prince Amumu,32024,True,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Amumu_24.jpg
Amumu,Porcelain Amumu,32034,True,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Amumu_34.jpg
Amumu,Heartache Amumu,32044,True,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Amumu_44.jpg
Anivia,default,34000,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Anivia_0.jpg
Anivia,Team Spirit Anivia,34001,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Anivia_1.jpg
Anivia,Bird of Prey Anivia,34002,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Anivia_2.jpg
Anivia,Noxus Hunter Anivia,34003,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Anivia_3.jpg
Anivia,Hextech Anivia,34004,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Anivia_4.jpg
Anivia,Blackfrost Anivia,34005,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Anivia_5.jpg
Anivia,Prehistoric Anivia,34006,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Anivia_6.jpg
Anivia,Festival Queen Anivia,34007,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Anivia_7.jpg
Anivia,Papercraft Anivia,34008,True,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Anivia_8.jpg
Anivia,Cosmic Flight Anivia,34017,True,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Anivia_17.jpg
Anivia,Divine Phoenix Anivia,34027,True,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Anivia_27.jpg
